Sample in Buffer,Sample in Window,TRIGGER,rx_data_valid,rx_data_I[11:0],user_probe_0[4:0],rx_data_Q[11:0],user_probe_1[4:0],valid,bit_out[2:0],phase_out[10:0],tx_data_I[11:0],tx_data_Q[11:0],delta_out[2:0],out_i[11:0],out_q[11:0],bit_in[2:0],bit_in_d1[2:0],data_in_int[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,HEX,SIGNED
4331,4331,0,0,-819,13,556,12,0,6,1761,783,1892,2,29,289,6,6,220
4332,4332,0,1,-819,13,556,12,0,1,426,783,1892,2,-105,-483,1,6,178
4333,4333,0,0,-1125,-5,837,5,0,1,426,783,1892,2,-105,-483,1,6,178
4334,4334,0,1,-1125,-5,837,5,1,1,495,783,1892,2,-165,-680,1,6,67
4335,4335,0,0,-472,8,482,2,1,1,495,783,1892,2,-165,-680,1,6,67
4336,4336,0,1,-472,8,482,2,0,1,481,-1892,783,3,-136,-309,1,1,-30
4337,4337,0,0,1079,-9,-81,15,0,1,481,-1892,783,3,-136,-309,1,1,-30
4338,4338,0,1,1079,-9,-81,15,0,5,1467,-1892,783,3,-146,520,5,1,-89
4339,4339,0,0,1450,10,60,-4,0,5,1467,-1892,783,3,-146,520,5,1,-89
4340,4340,0,1,1450,10,60,-4,1,5,1459,-1892,783,3,-263,675,5,1,-140
4341,4341,0,0,919,-9,-319,1,1,5,1459,-1892,783,3,-263,675,5,1,-140
4342,4342,0,1,919,-9,-319,1,0,5,1401,783,-1892,4,23,484,5,5,-133
4343,4343,0,0,25,-7,-901,-5,0,5,1401,783,-1892,4,23,484,5,5,-133
4344,4344,0,1,25,-7,-901,-5,0,2,600,783,-1892,4,432,122,2,5,-93
4345,4345,0,0,-42,-10,-1288,-8,0,2,600,783,-1892,4,432,122,2,5,-93
4346,4346,0,1,-42,-10,-1288,-8,1,2,632,783,-1892,4,631,121,2,5,-85
4347,4347,0,0,-218,6,-1086,2,1,2,632,783,-1892,4,631,121,2,5,-85
4348,4348,0,1,-218,6,-1086,2,0,1,497,-783,1892,5,552,0,1,2,-198
4349,4349,0,0,-591,-15,-758,10,0,1,497,-783,1892,5,552,0,1,2,-198
4350,4350,0,1,-591,-15,-758,10,0,0,89,-783,1892,5,429,-215,0,2,-159
4351,4351,0,0,-1169,15,-845,-13,0,0,89,-783,1892,5,429,-215,0,2,-159
4352,4352,0,1,-1169,15,-845,-13,1,0,61,-783,1892,5,534,-483,0,2,-92
4353,4353,0,0,-738,-2,-858,6,1,0,61,-783,1892,5,534,-483,0,2,-92
4354,4354,0,1,-738,-2,-858,6,0,0,0,1892,-783,6,497,-268,0,0,-220
4355,4355,0,0,-875,-11,-885,11,0,0,0,1892,-783,6,497,-268,0,0,-220
4356,4356,0,1,-875,-11,-885,11,0,7,1897,1892,-783,6,509,-357,7,0,-197
4357,4357,0,0,-843,-11,-827,5,0,7,1897,1892,-783,6,509,-357,7,0,-197
4358,4358,0,1,-843,-11,-827,5,1,7,1810,1892,-783,6,481,-340,7,0,-87
4359,4359,0,0,-696,8,-923,5,1,7,1810,1892,-783,6,481,-340,7,0,-87
4360,4360,0,1,-696,8,-923,5,0,7,1887,-783,-1892,7,521,-247,7,7,-54
4361,4361,0,0,-27,5,-1078,10,0,7,1887,-783,-1892,7,521,-247,7,7,-54
4362,4362,0,1,-27,5,-1078,10,0,7,1850,-783,-1892,7,533,70,7,7,16
4363,4363,0,0,172,12,-1196,-12,0,7,1850,-783,-1892,7,533,70,7,7,16
4364,4364,0,1,172,12,-1196,-12,1,7,1848,-783,-1892,7,574,181,7,7,88
4365,4365,0,0,384,0,-801,-1,1,7,1848,-783,-1892,7,574,181,7,7,88
4366,4366,0,1,384,0,-801,-1,0,7,1906,-1892,-783,0,354,266,7,7,102
4367,4367,0,0,993,1,-137,-9,0,7,1906,-1892,-783,0,354,266,7,7,102
4368,4368,0,1,993,1,-137,-9,0,0,41,-1892,-783,0,-37,499,0,7,189
4369,4369,0,0,1418,10,178,-14,0,0,41,-1892,-783,0,-37,499,0,7,189
4370,4370,0,1,1418,10,178,-14,1,0,99,-1892,-783,0,-253,667,0,7,218
4371,4371,0,0,678,6,232,8,1,0,99,-1892,-783,0,-253,667,0,7,218
4372,4372,0,1,678,6,232,8,0,0,209,-1892,-783,1,-200,297,0,0,137
4373,4373,0,0,-720,-16,561,-15,0,0,209,-1892,-783,1,-200,297,0,0,137
4374,4374,0,1,-720,-16,561,-15,0,2,535,-1892,-783,1,-176,-421,2,0,242
4375,4375,0,0,-1235,13,727,-9,0,2,535,-1892,-783,1,-176,-421,2,0,242
4376,4376,0,1,-1235,13,727,-9,1,2,630,-1892,-783,1,-167,-697,2,0,252
4377,4377,0,0,-497,15,365,13,1,2,630,-1892,-783,1,-167,-697,2,0,252
4378,4378,0,1,-497,15,365,13,0,2,705,-783,-1892,2,-98,-292,2,2,187
4379,4379,0,0,798,-2,-613,-5,0,2,705,-783,-1892,2,-98,-292,2,2,187
4380,4380,0,1,798,-2,-613,-5,0,5,1407,-783,-1892,2,184,467,5,2,188
4381,4381,0,0,1163,11,-709,-5,0,5,1407,-783,-1892,2,184,467,5,2,188
4382,4382,0,1,1163,11,-709,-5,1,5,1461,-783,-1892,2,155,662,5,2,135
4383,4383,0,0,403,-13,-492,-12,1,5,1461,-783,-1892,2,155,662,5,2,135
4384,4384,0,1,403,-13,-492,-12,0,5,1431,1892,-783,3,169,268,5,5,112
4385,4385,0,0,-1057,-1,39,7,0,5,1431,1892,-783,3,169,268,5,5,112
4386,4386,0,1,-1057,-1,39,7,0,1,390,1892,-783,3,136,-511,1,5,106
4387,4387,0,0,-1476,-4,-106,-10,0,1,390,1892,-783,3,136,-511,1,5,106
4388,4388,0,1,-1476,-4,-106,-10,1,1,439,1892,-783,3,266,-690,1,5,51
4389,4389,0,0,-963,-3,341,-11,1,1,439,1892,-783,3,266,-690,1,5,51
4390,4390,0,1,-963,-3,341,-11,0,1,330,-783,1892,4,-35,-509,1,1,105
4391,4391,0,0,52,-12,848,-16,0,1,330,-783,1892,4,-35,-509,1,1,105
4392,4392,0,1,52,-12,848,-16,0,6,1621,-783,1892,4,-416,-87,6,1,148
4393,4393,0,0,-29,3,1381,5,0,6,1621,-783,1892,4,-416,-87,6,1,148
4394,4394,0,1,-29,3,1381,5,1,6,1655,-783,1892,4,-663,-193,6,1,157
4395,4395,0,0,252,-4,1039,15,1,6,1655,-783,1892,4,-663,-193,6,1,157
4396,4396,0,1,252,-4,1039,15,0,5,1514,783,-1892,5,-534,-3,5,6,51
4397,4397,0,0,638,-2,791,-9,0,5,1514,783,-1892,5,-534,-3,5,6,51
4398,4398,0,1,638,-2,791,-9,0,4,1090,783,-1892,5,-464,205,4,6,113
4399,4399,0,0,1104,-16,747,11,0,4,1090,783,-1892,5,-464,205,4,6,113
4400,4400,0,1,1104,-16,747,11,1,4,1116,783,-1892,5,-508,429,4,6,149
4401,4401,0,0,835,3,882,-14,1,4,1116,783,-1892,5,-508,429,4,6,149
4402,4402,0,1,835,3,882,-14,0,4,1024,-1892,783,6,-538,278,4,4,21
4403,4403,0,0,832,0,814,14,0,4,1024,-1892,783,6,-538,278,4,4,21
4404,4404,0,1,832,0,814,14,0,3,890,-1892,783,6,-493,308,3,4,27
4405,4405,0,0,891,-5,847,15,0,3,890,-1892,783,6,-493,308,3,4,27
4406,4406,0,1,891,-5,847,15,1,3,797,-1892,783,6,-524,320,3,4,126
4407,4407,0,0,676,4,875,11,1,3,797,-1892,783,6,-524,320,3,4,126
4408,4408,0,1,676,4,875,11,0,3,870,783,1892,7,-512,206,3,3,152
4409,4409,0,0,66,2,1091,3,0,3,870,783,1892,7,-512,206,3,3,152
4410,4410,0,1,66,2,1091,3,0,3,842,783,1892,7,-538,-89,3,3,206
4411,4411,0,0,-263,-7,1295,15,0,3,842,783,1892,7,-538,-89,3,3,206
4412,4412,0,1,-263,-7,1295,15,1,3,846,783,1892,7,-601,-271,3,3,256
4413,4413,0,0,-213,11,725,-11,1,3,846,783,1892,7,-601,-271,3,3,256
4414,4414,0,1,-213,11,725,-11,0,3,901,1892,783,0,-323,-197,3,3,251
4415,4415,0,0,-1215,1,143,15,0,3,901,1892,783,0,-323,-197,3,3,251
4416,4416,0,1,-1215,1,143,15,0,4,1077,1892,783,0,95,-604,4,3,326
4417,4417,0,0,-1272,8,-244,12,0,4,1077,1892,783,0,95,-604,4,3,326
4418,4418,0,1,-1272,8,-244,12,1,4,1160,1892,783,0,299,-573,4,3,318
4419,4419,0,0,-865,-1,-254,2,1,4,1160,1892,783,0,299,-573,4,3,318
4420,4420,0,1,-865,-1,-254,2,0,4,1202,1892,783,1,252,-373,4,4,268
4421,4421,0,0,891,-5,-500,12,0,4,1202,1892,783,1,252,-373,4,4,268
4422,4422,0,1,891,-5,-500,12,0,6,1585,1892,783,1,102,499,6,4,347
4423,4423,0,0,1093,5,-732,4,0,6,1585,1892,783,1,102,499,6,4,347
4424,4424,0,1,1093,5,-732,4,1,6,1691,1892,783,1,165,635,6,4,320
4425,4425,0,0,570,-6,-223,1,1,6,1691,1892,783,1,165,635,6,4,320
4426,4426,0,1,570,-6,-223,1,0,6,1729,783,1892,2,11,305,6,6,255
4427,4427,0,0,-837,-5,501,-11,0,6,1729,783,1892,2,11,305,6,6,255
4428,4428,0,1,-837,-5,501,-11,0,1,446,783,1892,2,-108,-476,1,6,193
4429,4429,0,0,-1130,-10,882,-14,0,1,446,783,1892,2,-108,-476,1,6,193
4430,4430,0,1,-1130,-10,882,-14,1,1,430,783,1892,2,-223,-681,1,6,147
4431,4431,0,0,-448,0,413,-3,1,1,430,783,1892,2,-223,-681,1,6,147
4432,4432,0,1,-448,0,413,-3,0,1,501,-1892,783,3,-120,-280,1,1,30
4433,4433,0,0,1046,-10,41,9,0,1,501,-1892,783,3,-120,-280,1,1,30
4434,4434,0,1,1046,-10,41,9,0,5,1464,-1892,783,3,-182,490,5,1,-26
4435,4435,0,0,1510,6,-95,1,0,5,1464,-1892,783,3,-182,490,5,1,-26
4436,4436,0,1,1510,6,-95,1,1,5,1434,-1892,783,3,-172,734,5,1,-52
4437,4437,0,0,836,4,-194,-2,1,5,1434,-1892,783,3,-172,734,5,1,-52
4438,4438,0,1,836,4,-194,-2,0,5,1405,783,-1892,4,-20,427,5,5,-49
4439,4439,0,0,133,5,-968,-8,0,5,1405,783,-1892,4,-20,427,5,5,-49
4440,4440,0,1,133,5,-968,-8,0,2,627,783,-1892,4,456,171,2,5,-36
4441,4441,0,0,-165,-5,-1278,2,0,2,627,783,-1892,4,456,171,2,5,-36
4442,4442,0,1,-165,-5,-1278,2,1,2,587,783,-1892,4,640,49,2,5,17
4443,4443,0,0,-79,-15,-1061,-5,1,2,587,783,-1892,4,640,49,2,5,17
4444,4444,0,1,-79,-15,-1061,-5,0,2,527,-783,1892,5,526,62,2,2,130
4445,4445,0,0,-759,9,-775,-7,0,2,527,-783,1892,5,526,62,2,2,130
4446,4446,0,1,-759,9,-775,-7,0,0,116,-783,1892,5,450,-301,0,2,142
4447,4447,0,0,-1023,1,-842,-10,0,0,116,-783,1892,5,450,-301,0,2,142
4448,4448,0,1,-1023,1,-842,-10,1,0,24,-783,1892,5,509,-420,0,2,246
4449,4449,0,0,-853,11,-847,-15,1,0,24,-783,1892,5,509,-420,0,2,246
4450,4450,0,1,-853,11,-847,-15,0,0,37,1892,-783,6,502,-328,0,0,337
4451,4451,0,0,-817,15,-896,0,0,0,37,1892,-783,6,502,-328,0,0,337
4452,4452,0,1,-817,15,-896,0,0,7,1857,1892,-783,6,536,-283,7,0,400
4453,4453,0,0,-834,-2,-828,4,0,7,1857,1892,-783,6,536,-283,7,0,400
4454,4454,0,1,-834,-2,-828,4,1,7,1824,1892,-783,6,506,-296,7,0,496
4455,4455,0,0,-768,0,-906,-10,1,7,1824,1892,-783,6,506,-296,7,0,496
4456,4456,0,1,-768,0,-906,-10,0,7,1860,-783,-1892,7,545,-235,7,7,556
4457,4457,0,0,90,-6,-1097,-9,0,7,1860,-783,-1892,7,545,-235,7,7,556
4458,4458,0,1,90,-6,-1097,-9,0,7,1892,-783,-1892,7,502,222,7,7,584
4459,4459,0,0,71,7,-1203,13,0,7,1892,-783,-1892,7,502,222,7,7,584
4460,4460,0,1,71,7,-1203,13,1,7,1876,-783,-1892,7,549,244,7,7,628
4461,4461,0,0,442,-6,-757,11,1,7,1876,-783,-1892,7,549,244,7,7,628
4462,4462,0,1,442,-6,-757,11,0,7,1917,-1892,-783,0,263,349,7,7,631
4463,4463,0,0,1013,-11,-217,7,0,7,1917,-1892,-783,0,263,349,7,7,631
4464,4464,0,1,1013,-11,-217,7,0,0,135,-1892,-783,0,-108,506,0,7,624
4465,4465,0,0,1333,-11,328,8,0,0,135,-1892,-783,0,-108,506,0,7,624
4466,4466,0,1,1333,-11,328,8,1,0,136,-1892,-783,0,-428,535,0,7,616
4467,4467,0,0,801,1,63,-1,1,0,136,-1892,-783,0,-428,535,0,7,616
4468,4468,0,1,801,1,63,-1,0,1,302,-1892,-783,1,-203,346,1,0,698
4469,4469,0,0,-848,-16,713,9,0,1,302,-1892,-783,1,-203,346,1,0,698
4470,4470,0,1,-848,-16,713,9,0,2,580,-1892,-783,1,-133,-538,2,0,758
4471,4471,0,0,-1131,-11,633,-7,0,2,580,-1892,-783,1,-133,-538,2,0,758
4472,4472,0,1,-1131,-11,633,-7,1,2,732,-1892,-783,1,-35,-647,2,0,666
4473,4473,0,0,-581,-5,413,-3,1,2,732,-1892,-783,1,-35,-647,2,0,666
4474,4474,0,1,-581,-5,413,-3,0,2,684,-783,-1892,2,-57,-352,2,2,622
4475,4475,0,0,869,5,-641,-1,0,2,684,-783,-1892,2,-57,-352,2,2,622
4476,4476,0,1,869,5,-641,-1,0,5,1458,-783,-1892,2,79,532,5,2,572
4477,4477,0,0,1088,0,-701,3,0,5,1458,-783,-1892,2,79,532,5,2,572
4478,4478,0,1,1088,0,-701,3,1,5,1520,-783,-1892,2,35,644,5,2,460
4479,4479,0,0,466,-14,-475,5,1,5,1520,-783,-1892,2,35,644,5,2,460
4480,4480,0,1,466,-14,-475,5,0,5,1485,1892,-783,3,102,316,5,5,383
4481,4481,0,0,-1092,-4,17,-15,0,5,1485,1892,-783,3,102,316,5,5,383
4482,4482,0,1,-1092,-4,17,-15,0,1,466,1892,-783,3,238,-491,1,5,301
4483,4483,0,0,-1486,-14,-69,-5,0,1,466,1892,-783,3,238,-491,1,5,301
4484,4484,0,1,-1486,-14,-69,-5,1,1,496,1892,-783,3,354,-653,1,5,189
4485,4485,0,0,-896,0,257,1,1,1,496,1892,-783,3,354,-653,1,5,189
4486,4486,0,1,-896,0,257,1,0,1,411,-783,1892,4,62,-462,1,1,162
4487,4487,0,0,-97,-1,930,2,0,1,411,-783,1892,4,62,-462,1,1,162
4488,4488,0,1,-97,-1,930,2,0,6,1683,-783,1892,4,-413,-219,6,1,143
4489,4489,0,0,179,-13,1329,-15,0,6,1683,-783,1892,4,-413,-219,6,1,143
4490,4490,0,1,179,-13,1329,-15,1,6,1697,-783,1892,4,-654,-146,6,1,110
4491,4491,0,0,31,-1,1040,-16,1,6,1697,-783,1892,4,-654,-146,6,1,110
4492,4492,0,1,31,-1,1040,-16,0,6,1579,783,-1892,5,-500,-144,6,6,195
4493,4493,0,0,790,-10,817,-15,0,6,1579,783,-1892,5,-500,-144,6,6,195
4494,4494,0,1,790,-10,817,-15,0,4,1182,783,-1892,5,-508,254,4,6,165
4495,4495,0,0,1024,0,711,7,0,4,1182,783,-1892,5,-508,254,4,6,165
4496,4496,0,1,1024,0,711,7,1,4,1095,783,-1892,5,-487,386,4,6,222
4497,4497,0,0,864,0,919,-9,1,4,1095,783,-1892,5,-487,386,4,6,222
4498,4498,0,1,864,0,919,-9,0,4,1115,-1892,783,6,-560,287,4,4,259
4499,4499,0,0,805,5,825,-7,0,4,1115,-1892,783,6,-560,287,4,4,259
4500,4500,0,1,805,5,825,-7,0,3,873,-1892,783,6,-515,257,3,4,282
4501,4501,0,0,941,13,811,11,0,3,873,-1892,783,6,-515,257,3,4,282
4502,4502,0,1,941,13,811,11,1,3,806,-1892,783,6,-526,330,3,4,372
4503,4503,0,0,586,10,903,7,1,3,806,-1892,783,6,-526,330,3,4,372
4504,4504,0,1,586,10,903,7,0,3,872,783,1892,7,-521,134,3,3,396
4505,4505,0,0,148,-12,1106,-14,0,3,872,783,1892,7,-521,134,3,3,396
4506,4506,0,1,148,-12,1106,-14,0,3,873,783,1892,7,-546,-112,3,3,419
4507,4507,0,0,-312,8,1216,0,0,3,873,783,1892,7,-546,-112,3,3,419
4508,4508,0,1,-312,8,1216,0,1,3,842,783,1892,7,-519,-354,3,3,473
4509,4509,0,0,-245,11,836,4,1,3,842,783,1892,7,-519,-354,3,3,473
4510,4510,0,1,-245,11,836,4,0,3,943,1892,783,0,-343,-268,3,3,426
4511,4511,0,0,-1144,8,-2,-2,0,3,943,1892,783,0,-343,-268,3,3,426
4512,4512,0,1,-1144,8,-2,-2,0,4,1090,1892,783,0,217,-529,4,3,488
4513,4513,0,0,-1331,13,-123,5,0,4,1090,1892,783,0,217,-529,4,3,488
4514,4514,0,1,-1331,13,-123,5,1,4,1218,1892,783,0,316,-587,4,3,422
4515,4515,0,0,-803,-3,-321,-1,1,4,1218,1892,783,0,316,-587,4,3,422
4516,4516,0,1,-803,-3,-321,-1,0,4,1240,1892,783,1,310,-301,4,4,334
4517,4517,0,0,872,8,-501,11,0,4,1240,1892,783,1,310,-301,4,4,334
4518,4518,0,1,872,8,-501,11,0,6,1662,1892,783,1,59,498,6,4,336
4519,4519,0,0,1067,11,-665,7,0,6,1662,1892,783,1,59,498,6,4,336
4520,4520,0,1,1067,11,-665,7,1,6,1697,1892,783,1,82,621,6,4,303
4521,4521,0,0,621,13,-346,6,1,6,1697,1892,783,1,82,621,6,4,303
4522,4522,0,1,621,13,-346,6,0,7,1798,783,1892,2,37,352,7,6,425
4523,4523,0,0,-901,-5,634,-6,0,7,1798,783,1892,2,37,352,7,6,425
4524,4524,0,1,-901,-5,634,-6,0,1,474,783,1892,2,-132,-534,1,6,335
4525,4525,0,0,-1091,-3,777,9,0,1,474,783,1892,2,-132,-534,1,6,335
4526,4526,0,1,-1091,-3,777,9,1,1,470,783,1892,2,-165,-648,1,6,249
4527,4527,0,0,-482,-2,489,9,1,1,470,783,1892,2,-165,-648,1,6,249
4528,4528,0,1,-482,-2,489,9,0,1,479,-1892,783,3,-144,-311,1,1,154
4529,4529,0,0,1110,-10,-42,-10,0,1,479,-1892,783,3,-144,-311,1,1,154
4530,4530,0,1,1110,-10,-42,-10,0,5,1457,-1892,783,3,-201,516,5,1,105
4531,4531,0,0,1390,14,5,5,0,5,1457,-1892,783,3,-201,516,5,1,105
4532,4532,0,1,1390,14,5,5,1,5,1456,-1892,783,3,-258,643,5,1,57
4533,4533,0,0,992,0,-268,-12,1,5,1456,-1892,783,3,-258,643,5,1,57
4534,4534,0,1,992,0,-268,-12,0,5,1395,783,-1892,4,-40,511,5,5,70
4535,4535,0,0,-42,-10,-938,-10,0,5,1395,783,-1892,4,-40,511,5,5,70
4536,4536,0,1,-42,-10,-938,-10,0,2,632,783,-1892,4,453,120,2,5,78
4537,4537,0,0,-3,-3,-1278,2,0,2,632,783,-1892,4,453,120,2,5,78
4538,4538,0,1,-3,-3,-1278,2,1,2,636,783,-1892,4,611,178,2,5,82
4539,4539,0,0,-193,-1,-1074,14,1,2,636,783,-1892,4,611,178,2,5,82
4540,4540,0,1,-193,-1,-1074,14,0,2,537,-783,1892,5,542,48,2,2,185
4541,4541,0,0,-693,11,-777,-9,0,2,537,-783,1892,5,542,48,2,2,185
4542,4542,0,1,-693,11,-777,-9,0,0,84,-783,1892,5,466,-229,0,2,229
4543,4543,0,0,-1024,0,-836,-4,0,0,84,-783,1892,5,466,-229,0,2,229
4544,4544,0,1,-1024,0,-836,-4,1,0,91,-783,1892,5,539,-380,0,2,266
4545,4545,0,0,-871,-7,-852,12,1,0,91,-783,1892,5,539,-380,0,2,266
4546,4546,0,1,-871,-7,-852,12,0,0,29,1892,-783,6,528,-301,0,0,365
4547,4547,0,0,-747,-11,-888,8,0,0,29,1892,-783,6,528,-301,0,0,365
4548,4548,0,1,-747,-11,-888,8,0,7,1900,1892,-783,6,537,-217,7,0,385
4549,4549,0,0,-949,11,-830,2,0,7,1900,1892,-783,6,537,-217,7,0,385
4550,4550,0,1,-949,11,-830,2,1,7,1848,1892,-783,6,547,-312,7,0,457
4551,4551,0,0,-629,11,-920,8,1,7,1848,1892,-783,6,547,-312,7,0,457
4552,4552,0,1,-629,11,-920,8,0,7,1880,-783,-1892,7,539,-140,7,7,497
4553,4553,0,0,-44,-12,-1070,-14,0,7,1880,-783,-1892,7,539,-140,7,7,497
4554,4554,0,1,-44,-12,-1070,-14,0,7,1924,-783,-1892,7,503,179,7,7,493
4555,4555,0,0,205,13,-1208,8,0,7,1924,-783,-1892,7,503,179,7,7,493
4556,4556,0,1,205,13,-1208,8,1,7,1879,-783,-1892,7,517,326,7,7,534
4557,4557,0,0,332,12,-794,6,1,7,1879,-783,-1892,7,517,326,7,7,534
4558,4558,0,1,332,12,-794,6,0,7,1965,-1892,-783,0,294,313,7,7,489
4559,4559,0,0,1095,7,-126,2,0,7,1965,-1892,-783,0,294,313,7,7,489
4560,4560,0,1,1095,7,-126,2,0,0,111,-1892,-783,0,-176,521,0,7,506
4561,4561,0,0,1286,6,201,9,0,0,111,-1892,-783,0,-176,521,0,7,506
4562,4562,0,1,1286,6,201,9,1,0,182,-1892,-783,0,-364,538,0,7,452
4563,4563,0,0,827,-5,201,9,1,0,182,-1892,-783,0,-364,538,0,7,452
4564,4564,0,1,827,-5,201,9,0,1,267,-1892,-783,1,-273,326,1,0,569
4565,4565,0,0,-855,9,573,-3,0,1,267,-1892,-783,1,-273,326,1,0,569
4566,4566,0,1,-855,9,573,-3,0,2,618,-1892,-783,1,-78,-509,2,0,591
4567,4567,0,0,-1143,9,761,-7,0,2,618,-1892,-783,1,-78,-509,2,0,591
4568,4568,0,1,-1143,9,761,-7,1,2,706,-1892,-783,1,-93,-680,2,0,525
4569,4569,0,0,-554,-10,302,14,1,2,706,-1892,-783,1,-93,-680,2,0,525
4570,4570,0,1,-554,-10,302,14,0,2,738,-783,-1892,2,-23,-314,2,2,427
4571,4571,0,0,837,5,-532,12,0,2,738,-783,-1892,2,-23,-314,2,2,427
4572,4572,0,1,837,5,-532,12,0,5,1487,-783,-1892,2,44,492,5,2,348
4573,4573,0,0,1111,-9,-775,-7,0,5,1487,-783,-1892,2,44,492,5,2,348
4574,4574,0,1,1111,-9,-775,-7,1,5,1492,-783,-1892,2,82,670,5,2,264
4575,4575,0,0,456,8,-444,4,1,5,1492,-783,-1892,2,82,670,5,2,264
4576,4576,0,1,456,8,-444,4,0,5,1513,1892,-783,3,96,302,5,5,159
4577,4577,0,0,-1079,9,-6,-6,0,5,1513,1892,-783,3,96,302,5,5,159
4578,4578,0,1,-1079,9,-6,-6,0,1,483,1892,-783,3,225,-489,1,5,60
4579,4579,0,0,-1514,-10,-58,6,0,1,483,1892,-783,3,225,-489,1,5,60
4580,4580,0,1,-1514,-10,-58,6,1,1,473,1892,-783,3,318,-687,1,5,-29
4581,4581,0,0,-878,-14,252,-4,1,1,473,1892,-783,3,318,-687,1,5,-29
4582,4582,0,1,-878,-14,252,-4,0,1,412,-783,1892,4,38,-454,1,1,-57
4583,4583,0,0,-69,-5,934,6,0,1,412,-783,1892,4,38,-454,1,1,-57
4584,4584,0,1,-69,-5,934,6,0,6,1676,-783,1892,4,-431,-184,6,1,-69
4585,4585,0,0,148,-12,1310,-2,0,6,1676,-783,1892,4,-431,-184,6,1,-69
4586,4586,0,1,148,-12,1310,-2,1,6,1677,-783,1892,4,-647,-118,6,1,-82
4587,4587,0,0,28,-4,1098,10,1,6,1677,-783,1892,4,-647,-118,6,1,-82
4588,4588,0,1,28,-4,1098,10,0,6,1563,783,-1892,5,-535,-125,6,6,19
4589,4589,0,0,846,14,733,-3,0,6,1563,783,-1892,5,-535,-125,6,6,19
4590,4590,0,1,846,14,733,-3,0,4,1155,783,-1892,5,-457,321,4,6,16
4591,4591,0,0,961,1,808,8,0,4,1155,783,-1892,5,-457,321,4,6,16
4592,4592,0,1,961,1,808,8,1,4,1082,783,-1892,5,-505,371,4,6,86
4593,4593,0,0,893,-3,833,1,1,4,1082,783,-1892,5,-505,371,4,6,86
4594,4594,0,1,893,-3,833,1,0,4,1098,-1892,783,6,-508,339,4,4,140
4595,4595,0,0,785,-15,851,-13,0,4,1098,-1892,783,6,-508,339,4,4,140
4596,4596,0,1,785,-15,851,-13,0,3,825,-1892,783,6,-514,265,3,4,211
4597,4597,0,0,950,-10,820,-12,0,3,825,-1892,783,6,-514,265,3,4,211
4598,4598,0,1,950,-10,820,-12,1,3,818,-1892,783,6,-519,352,3,4,289
4599,4599,0,0,597,-11,901,5,1,3,818,-1892,783,6,-519,352,3,4,289
4600,4600,0,1,597,-11,901,5,0,3,833,783,1892,7,-516,155,3,3,352
4601,4601,0,0,129,1,1045,-11,0,3,833,783,1892,7,-516,155,3,3,352
4602,4602,0,1,129,1,1045,-11,0,3,869,783,1892,7,-517,-98,3,3,379
4603,4603,0,0,-278,10,1333,-11,0,3,869,783,1892,7,-517,-98,3,3,379
4604,4604,0,1,-278,10,1333,-11,1,3,830,783,1892,7,-584,-350,3,3,445
4605,4605,0,0,-295,-7,674,2,1,3,830,783,1892,7,-584,-350,3,3,445
4606,4606,0,1,-295,-7,674,2,0,3,931,1892,783,0,-262,-258,3,3,410
4607,4607,0,0,-1077,11,183,-9,0,3,931,1892,783,0,-262,-258,3,3,410
4608,4608,0,1,-1077,11,183,-9,0,4,1084,1892,783,0,119,-533,4,3,478
4609,4609,0,0,-1403,5,-298,-10,0,4,1084,1892,783,0,119,-533,4,3,478
4610,4610,0,1,-1403,5,-298,-10,1,4,1198,1892,783,0,410,-586,4,3,432
4611,4611,0,0,-767,1,-214,10,1,4,1198,1892,783,0,410,-586,4,3,432
4612,4612,0,1,-767,1,-214,10,0,4,1277,1892,783,1,255,-305,4,4,307
4613,4613,0,0,833,1,-542,2,0,4,1277,1892,783,1,255,-305,4,4,307
4614,4614,0,1,833,1,-542,2,0,6,1606,1892,783,1,80,489,6,4,365
4615,4615,0,0,1109,-11,-673,-1,0,6,1606,1892,783,1,80,489,6,4,365
4616,4616,0,1,1109,-11,-673,-1,1,6,1734,1892,783,1,69,644,6,4,295
4617,4617,0,0,586,10,-297,-9,1,6,1734,1892,783,1,69,644,6,4,295
4618,4618,0,1,586,10,-297,-9,0,6,1762,783,1892,2,14,327,6,6,197
4619,4619,0,0,-889,7,602,-6,0,6,1762,783,1892,2,14,327,6,6,197
4620,4620,0,1,-889,7,602,-6,0,1,459,783,1892,2,-117,-523,1,6,122
4621,4621,0,0,-1098,-10,762,-6,0,1,459,783,1892,2,-117,-523,1,6,122
4622,4622,0,1,-1098,-10,762,-6,1,1,478,783,1892,2,-136,-653,1,6,28
4623,4623,0,0,-445,3,542,-2,1,1,478,783,1892,2,-136,-653,1,6,28
4624,4624,0,1,-445,3,542,-2,0,1,498,-1892,783,3,-172,-305,1,1,-86
4625,4625,0,0,1035,11,-113,15,0,1,498,-1892,783,3,-172,-305,1,1,-86
4626,4626,0,1,1035,11,-113,15,0,5,1465,-1892,783,3,-117,506,5,1,-143
4627,4627,0,0,1504,0,91,-5,0,5,1465,-1892,783,3,-117,506,5,1,-143
