Sample in Buffer,Sample in Window,TRIGGER,rx_data_valid,rx_data_I[11:0],user_probe_0[4:0],rx_data_Q[11:0],user_probe_1[4:0],valid,bit_out[2:0],phase_out[10:0],tx_data_I[11:0],tx_data_Q[11:0],delta_out[2:0],out_i[11:0],out_q[11:0],bit_in[2:0],bit_in_d1[2:0],data_in_int[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,HEX,SIGNED
2115,2115,0,0,-677,-5,-325,-5,1,4,1180,1892,783,0,339,-635,4,3,629
2116,2116,0,1,-677,-5,-325,-5,0,4,1254,1892,783,1,287,-241,4,4,527
2117,2117,0,0,695,-9,-455,-7,0,4,1254,1892,783,1,287,-241,4,4,527
2118,2118,0,1,695,-9,-455,-7,0,6,1652,1892,783,1,60,410,6,4,539
2119,2119,0,0,1265,-15,-743,-7,0,6,1652,1892,783,1,60,410,6,4,539
2120,2120,0,1,1265,-15,-743,-7,1,6,1695,1892,783,1,53,731,6,4,508
2121,2121,0,0,424,8,-238,-14,1,6,1695,1892,783,1,53,731,6,4,508
2122,2122,0,1,424,8,-238,-14,0,7,1821,783,1892,2,16,242,7,6,607
2123,2123,0,0,-709,-5,531,-13,0,7,1821,783,1892,2,16,242,7,6,607
2124,2124,0,1,-709,-5,531,-13,0,1,465,783,1892,2,-103,-430,1,6,526
2125,2125,0,0,-1273,7,852,-12,0,1,465,783,1892,2,-103,-430,1,6,526
2126,2126,0,1,-1273,7,852,-12,1,1,489,783,1892,2,-129,-755,1,6,421
2127,2127,0,0,-341,11,444,-4,1,1,489,783,1892,2,-129,-755,1,6,421
2128,2128,0,1,-341,11,444,-4,0,1,491,-1892,783,3,-136,-245,1,1,314
2129,2129,0,0,995,3,-16,-16,0,1,491,-1892,783,3,-136,-245,1,1,314
2130,2130,0,1,995,3,-16,-16,0,5,1460,-1892,783,3,-207,451,5,1,262
2131,2131,0,0,1498,-6,-28,4,0,5,1460,-1892,783,3,-207,451,5,1,262
2132,2132,0,1,1498,-6,-28,4,1,5,1481,-1892,783,3,-293,688,5,1,189
2133,2133,0,0,874,10,-213,11,1,5,1481,-1892,783,3,-293,688,5,1,189
2134,2134,0,1,874,10,-213,11,0,5,1371,783,-1892,4,-62,444,5,5,226
2135,2135,0,0,52,-12,-988,4,0,5,1371,783,-1892,4,-62,444,5,5,226
2136,2136,0,1,52,-12,-988,4,0,2,651,783,-1892,4,456,189,2,5,215
2137,2137,0,0,-41,-9,-1239,9,0,2,651,783,-1892,4,456,189,2,5,215
2138,2138,0,1,-41,-9,-1239,9,1,2,642,783,-1892,4,593,176,2,5,213
2139,2139,0,0,-174,-14,-1091,-3,1,2,642,783,-1892,4,593,176,2,5,213
2140,2140,0,1,-174,-14,-1091,-3,0,2,557,-783,1892,5,545,73,2,2,296
2141,2141,0,0,-713,-9,-755,13,0,2,557,-783,1892,5,545,73,2,2,296
2142,2142,0,1,-713,-9,-755,13,0,0,127,-783,1892,5,467,-225,0,2,297
2143,2143,0,0,-982,10,-862,2,0,0,127,-783,1892,5,467,-225,0,2,297
2144,2144,0,1,-982,10,-862,2,1,0,94,-783,1892,5,557,-340,0,2,331
2145,2145,0,0,-930,-2,-847,-15,1,0,94,-783,1892,5,557,-340,0,2,331
2146,2146,0,1,-930,-2,-847,-15,0,0,43,1892,-783,6,542,-317,0,0,416
2147,2147,0,0,-714,-10,-893,3,0,0,43,1892,-783,6,542,-317,0,0,416
2148,2148,0,1,-714,-10,-893,3,0,7,1903,1892,-783,6,538,-191,7,0,433
2149,2149,0,0,-919,9,-830,2,0,7,1903,1892,-783,6,538,-191,7,0,433
2150,2150,0,1,-919,9,-830,2,1,7,1870,1892,-783,6,542,-298,7,0,483
2151,2151,0,0,-684,-12,-930,-2,1,7,1870,1892,-783,6,542,-298,7,0,483
2152,2152,0,1,-684,-12,-930,-2,0,7,1876,-783,-1892,7,553,-164,7,7,527
2153,2153,0,0,71,7,-1065,-9,0,7,1876,-783,-1892,7,553,-164,7,7,527
2154,2154,0,1,71,7,-1065,-9,0,7,1938,-783,-1892,7,479,231,7,7,509
2155,2155,0,0,18,-14,-1186,-2,0,7,1938,-783,-1892,7,479,231,7,7,509
2156,2156,0,1,18,-14,-1186,-2,1,7,1885,-783,-1892,7,544,233,7,7,544
2157,2157,0,0,547,3,-860,4,1,7,1885,-783,-1892,7,544,233,7,7,544
2158,2158,0,1,547,3,-860,4,0,7,1954,-1892,-783,0,285,421,7,7,510
2159,2159,0,0,886,-10,-29,3,0,7,1954,-1892,-783,0,285,421,7,7,510
2160,2160,0,1,886,-10,-29,3,0,0,146,-1892,-783,0,-170,408,0,7,492
2161,2161,0,0,1450,10,84,-12,0,0,146,-1892,-783,0,-170,408,0,7,492
2162,2162,0,1,1450,10,84,-12,1,0,131,-1892,-783,0,-335,644,0,7,489
2163,2163,0,0,668,-4,321,1,1,0,131,-1892,-783,0,-335,644,0,7,489
2164,2164,0,1,668,-4,321,1,0,1,319,-1892,-783,1,-287,234,1,0,554
2165,2165,0,0,-693,11,474,-6,0,1,319,-1892,-783,1,-287,234,1,0,554
2166,2166,0,1,-693,11,474,-6,0,2,640,-1892,-783,1,-73,-413,2,0,554
2167,2167,0,0,-1312,0,820,-12,0,2,640,-1892,-783,1,-73,-413,2,0,554
2168,2168,0,1,-1312,0,820,-12,1,2,667,-1892,-783,1,-107,-766,2,0,527
2169,2169,0,0,-395,-11,246,-10,1,2,667,-1892,-783,1,-107,-766,2,0,527
2170,2170,0,1,-395,-11,246,-10,0,3,801,-783,-1892,2,-32,-231,3,2,622
2171,2171,0,0,711,7,-485,-5,0,3,801,-783,-1892,2,-32,-231,3,2,622
2172,2172,0,1,711,7,-485,-5,0,5,1480,-783,-1892,2,65,424,5,2,550
2173,2173,0,0,1235,-13,-829,3,0,5,1480,-783,-1892,2,65,424,5,2,550
2174,2174,0,1,1235,-13,-829,3,1,5,1492,-783,-1892,2,103,735,5,2,466
2175,2175,0,0,325,5,-380,4,1,5,1492,-783,-1892,2,103,735,5,2,466
2176,2176,0,1,325,5,-380,4,0,5,1491,1892,-783,3,102,227,5,5,383
2177,2177,0,0,-957,3,-67,-3,0,5,1491,1892,-783,3,102,227,5,5,383
2178,2178,0,1,-957,3,-67,-3,0,1,463,1892,-783,3,251,-408,1,5,304
2179,2179,0,0,-1591,9,-6,-6,0,1,463,1892,-783,3,251,-408,1,5,304
2180,2180,0,1,-1591,9,-6,-6,1,1,468,1892,-783,3,353,-712,1,5,220
2181,2181,0,0,-887,9,212,-12,1,1,468,1892,-783,3,353,-712,1,5,220
2182,2182,0,1,-887,9,212,-12,0,1,375,-783,1892,4,86,-447,1,1,229
2183,2183,0,0,21,-11,972,12,0,1,375,-783,1892,4,86,-447,1,1,229
2184,2184,0,1,21,-11,972,12,0,6,1714,-783,1892,4,-453,-178,6,1,179
2185,2185,0,0,-36,-4,1280,0,0,6,1714,-783,1892,4,-453,-178,6,1,179
2186,2186,0,1,-36,-4,1280,0,1,6,1685,-783,1892,4,-590,-245,6,1,158
2187,2187,0,0,282,-6,1119,-1,1,6,1685,-783,1892,4,-590,-245,6,1,158
2188,2188,0,1,282,-6,1119,-1,0,6,1598,783,-1892,5,-575,-51,6,6,224
2189,2189,0,0,581,5,715,11,0,6,1598,783,-1892,5,-575,-51,6,6,224
2190,2190,0,1,581,5,715,11,0,4,1146,783,-1892,5,-434,154,4,6,230
2191,2191,0,0,1152,0,818,-14,0,4,1146,783,-1892,5,-434,154,4,6,230
2192,2192,0,1,1152,0,818,-14,1,4,1152,783,-1892,5,-568,419,4,6,230
2193,2193,0,0,792,-8,836,4,1,4,1152,783,-1892,5,-568,419,4,6,230
2194,2194,0,1,792,-8,836,4,0,4,1051,-1892,783,6,-519,249,4,4,331
2195,2195,0,0,850,-14,854,-10,0,4,1051,-1892,783,6,-519,249,4,4,331
2196,2196,0,1,850,-14,854,-10,0,3,913,-1892,783,6,-543,260,3,4,314
2197,2197,0,0,873,9,820,-12,0,3,913,-1892,783,6,-543,260,3,4,314
2198,2198,0,1,873,9,820,-12,1,3,819,-1892,783,6,-531,277,3,4,391
2199,2199,0,0,679,7,875,11,1,3,819,-1892,783,6,-531,277,3,4,391
2200,2200,0,1,679,7,875,11,0,3,879,783,1892,7,-525,176,3,3,408
2201,2201,0,0,58,-6,1120,0,0,3,879,783,1892,7,-525,176,3,3,408
2202,2202,0,1,58,-6,1120,0,0,3,878,783,1892,7,-532,-176,3,3,426
2203,2203,0,0,-237,-13,1231,15,0,3,878,783,1892,7,-532,-176,3,3,426
2204,2204,0,1,-237,-13,1231,15,1,3,868,783,1892,7,-532,-330,3,3,454
2205,2205,0,0,-312,8,784,-16,1,3,868,783,1892,7,-532,-330,3,3,454
2206,2206,0,1,-312,8,784,-16,0,3,919,1892,783,0,-302,-295,3,3,431
2207,2207,0,0,-1055,1,109,13,0,3,919,1892,783,0,-302,-295,3,3,431
2208,2208,0,1,-1055,1,109,13,0,4,1128,1892,783,0,159,-505,4,3,455
2209,2209,0,0,-1435,5,-247,9,0,4,1128,1892,783,0,159,-505,4,3,455
2210,2210,0,1,-1435,5,-247,9,1,4,1203,1892,783,0,401,-607,4,3,404
2211,2211,0,0,-687,-15,-237,-13,1,4,1203,1892,783,0,401,-607,4,3,404
2212,2212,0,1,-687,-15,-237,-13,0,4,1275,1892,783,1,249,-264,4,4,281
2213,2213,0,0,726,-10,-528,-16,0,4,1275,1892,783,1,249,-264,4,4,281
2214,2214,0,1,726,-10,-528,-16,0,6,1635,1892,783,1,92,438,6,4,310
2215,2215,0,0,1220,4,-662,10,0,6,1635,1892,783,1,92,438,6,4,310
2216,2216,0,1,1220,4,-662,10,1,6,1726,1892,783,1,49,690,6,4,248
2217,2217,0,0,474,-6,-350,2,1,6,1726,1892,783,1,49,690,6,4,248
2218,2218,0,1,474,-6,-350,2,0,6,1781,783,1892,2,66,286,6,6,131
2219,2219,0,0,-794,6,636,-4,0,6,1781,783,1892,2,66,286,6,6,131
2220,2220,0,1,-794,6,636,-4,0,1,445,783,1892,2,-156,-483,1,6,70
2221,2221,0,0,-1140,12,787,-13,0,1,445,783,1892,2,-156,-483,1,6,70
2222,2222,0,1,-1140,12,787,-13,1,1,489,783,1892,2,-156,-674,1,6,-35
2223,2223,0,0,-470,10,467,-13,1,1,489,783,1892,2,-156,-674,1,6,-35
2224,2224,0,1,-470,10,467,-13,0,1,438,-1892,783,3,-138,-302,1,1,-89
2225,2225,0,0,1113,-7,1,1,0,1,438,-1892,783,3,-138,-302,1,1,-89
2226,2226,0,1,1113,-7,1,1,0,5,1434,-1892,783,3,-171,529,5,1,-115
2227,2227,0,0,1404,-4,-61,3,0,5,1434,-1892,783,3,-171,529,5,1,-115
2228,2228,0,1,1404,-4,-61,3,1,5,1462,-1892,783,3,-169,680,5,1,-169
2229,2229,0,0,954,-6,-162,-2,1,5,1462,-1892,783,3,-169,680,5,1,-169
2230,2230,0,1,954,-6,-162,-2,0,5,1397,783,-1892,4,-37,481,5,5,-158
2231,2231,0,0,6,6,-1050,6,0,5,1397,783,-1892,4,-37,481,5,5,-158
2232,2232,0,1,6,6,-1050,6,0,2,612,783,-1892,4,511,115,2,5,-130
2233,2233,0,0,-7,-7,-1189,-5,0,2,612,783,-1892,4,511,115,2,5,-130
2234,2234,0,1,-7,-7,-1189,-5,1,2,591,783,-1892,4,581,117,2,5,-81
2235,2235,0,0,-223,1,-1118,2,1,2,591,783,-1892,4,581,117,2,5,-81
2236,2236,0,1,-223,1,-1118,2,0,2,536,-783,1892,5,569,-10,2,2,23
2237,2237,0,0,-643,-3,-787,13,0,2,536,-783,1892,5,569,-10,2,2,23
2238,2238,0,1,-643,-3,-787,13,0,0,71,-783,1892,5,445,-243,0,2,80
2239,2239,0,0,-1071,-15,-778,-10,0,0,71,-783,1892,5,445,-243,0,2,80
2240,2240,0,1,-1071,-15,-778,-10,1,0,64,-783,1892,5,483,-450,0,2,144
2241,2241,0,0,-859,5,-924,4,1,0,64,-783,1892,5,483,-450,0,2,144
2242,2242,0,1,-859,5,-924,4,0,7,2043,1892,-783,6,540,-323,7,0,21
2243,2243,0,0,-740,-4,-834,-2,0,7,2043,1892,-783,6,540,-323,7,0,21
2244,2244,0,1,-740,-4,-834,-2,1,7,1886,1892,-783,6,494,-256,7,0,55
2245,2245,0,0,-935,-7,-860,4,1,7,1886,1892,-783,6,494,-256,7,0,55
2246,2246,0,1,-935,-7,-860,4,0,7,1804,1892,-783,7,539,-334,7,7,171
2247,2247,0,0,-687,-15,-892,4,0,7,1804,1892,-783,7,539,-334,7,7,171
2248,2248,0,1,-687,-15,-892,4,0,7,1874,-783,-1892,7,526,-198,7,7,217
2249,2249,0,0,98,2,-1104,-16,0,7,1874,-783,-1892,7,526,-198,7,7,217
2250,2250,0,1,98,2,-1104,-16,1,7,1893,-783,-1892,7,521,183,7,7,244
2251,2251,0,0,-5,-5,-1159,-7,1,7,1893,-783,-1892,7,521,183,7,7,244
2252,2252,0,1,-5,-5,-1159,-7,0,7,1868,-783,-1892,0,559,146,7,7,296
2253,2253,0,0,553,9,-867,-3,0,7,1868,-783,-1892,0,559,146,7,7,296
2254,2254,0,1,553,9,-867,-3,0,7,1932,-1892,-783,0,330,393,7,7,284
2255,2255,0,0,898,2,-55,9,0,7,1932,-1892,-783,0,330,393,7,7,284
2256,2256,0,1,898,2,-55,9,0,0,108,-1892,-783,0,-117,434,0,7,304
2257,2257,0,0,1477,5,126,-2,0,0,108,-1892,-783,0,-117,434,0,7,304
2258,2258,0,1,1477,5,126,-2,1,0,82,-1892,-783,0,-298,677,0,7,350
2259,2259,0,0,621,13,264,8,1,0,82,-1892,-783,0,-298,677,0,7,350
2260,2260,0,1,621,13,264,8,0,1,285,-1892,-783,1,-232,245,1,0,449
2261,2261,0,0,-668,4,554,10,0,1,285,-1892,-783,1,-232,245,1,0,449
2262,2262,0,1,-668,4,554,10,0,2,597,-1892,-783,1,-147,-408,2,0,492
2263,2263,0,0,-1260,-12,744,8,0,2,597,-1892,-783,1,-147,-408,2,0,492
2264,2264,0,1,-1260,-12,744,8,1,2,646,-1892,-783,1,-126,-719,2,0,486
2265,2265,0,0,-529,15,321,1,1,2,646,-1892,-783,1,-126,-719,2,0,486
2266,2266,0,1,-529,15,321,1,0,2,758,-783,-1892,2,-52,-305,2,2,368
2267,2267,0,0,850,-14,-569,7,0,2,758,-783,-1892,2,-52,-305,2,2,368
2268,2268,0,1,850,-14,-569,7,0,5,1424,-783,-1892,2,89,502,5,2,352
2269,2269,0,0,1086,-2,-725,11,0,5,1424,-783,-1892,2,89,502,5,2,352
2270,2270,0,1,1086,-2,-725,11,1,5,1480,-783,-1892,2,101,643,5,2,280
2271,2271,0,0,482,2,-490,-10,1,5,1480,-783,-1892,2,101,643,5,2,280
2272,2272,0,1,482,2,-490,-10,0,5,1481,1892,-783,3,123,319,5,5,207
2273,2273,0,0,-1098,-10,26,-6,0,5,1481,1892,-783,3,123,319,5,5,207
2274,2274,0,1,-1098,-10,26,-6,0,1,456,1892,-783,3,192,-514,1,5,135
2275,2275,0,0,-1500,4,-67,-3,0,1,456,1892,-783,3,192,-514,1,5,135
2276,2276,0,1,-1500,4,-67,-3,1,1,462,1892,-783,3,306,-684,1,5,57
2277,2277,0,0,-881,15,261,5,1,1,462,1892,-783,3,306,-684,1,5,57
2278,2278,0,1,-881,15,261,5,0,1,393,-783,1892,4,29,-459,1,1,48
2279,2279,0,0,-76,-12,927,-1,0,1,393,-783,1892,4,29,-459,1,1,48
2280,2280,0,1,-76,-12,927,-1,0,6,1652,-783,1892,4,-426,-186,6,1,60
2281,2281,0,0,116,-12,1330,-14,0,6,1652,-783,1892,4,-426,-186,6,1,60
2282,2282,0,1,116,-12,1330,-14,1,6,1672,-783,1892,4,-653,-140,6,1,52
2283,2283,0,0,144,-16,1054,-2,1,6,1672,-783,1892,4,-653,-140,6,1,52
2284,2284,0,1,144,-16,1054,-2,0,6,1556,783,-1892,5,-527,-70,6,6,160
2285,2285,0,0,688,-16,781,13,0,6,1556,783,-1892,5,-527,-70,6,6,160
2286,2286,0,1,688,-16,781,13,0,4,1158,783,-1892,5,-466,231,4,6,154
2287,2287,0,0,1089,1,764,-4,0,4,1158,783,-1892,5,-466,231,4,6,154
2288,2288,0,1,1089,1,764,-4,1,4,1093,783,-1892,5,-512,423,4,6,213
2289,2289,0,0,827,-5,852,-12,1,4,1093,783,-1892,5,-512,423,4,6,213
2290,2290,0,1,827,-5,852,-12,0,4,1066,-1892,783,6,-520,285,4,4,299
2291,2291,0,0,820,-12,900,4,0,4,1066,-1892,783,6,-520,285,4,4,299
2292,2292,0,1,820,-12,900,4,0,3,875,-1892,783,6,-552,256,3,4,320
2293,2293,0,0,924,-4,707,3,0,3,875,-1892,783,6,-552,256,3,4,320
2294,2294,0,1,924,-4,707,3,1,3,801,-1892,783,6,-475,334,3,4,415
2295,2295,0,0,616,8,1011,-13,1,3,801,-1892,783,6,-475,334,3,4,415
2296,2296,0,1,616,8,1011,-13,0,3,862,783,1892,7,-577,131,3,3,449
2297,2297,0,0,124,-4,990,-2,0,3,862,783,1892,7,-577,131,3,3,449
2298,2298,0,1,124,-4,990,-2,0,3,883,783,1892,7,-484,-117,3,3,462
2299,2299,0,0,-285,3,1322,10,0,3,883,783,1892,7,-484,-117,3,3,462
2300,2300,0,1,-285,3,1322,10,1,3,825,783,1892,7,-566,-368,3,3,533
2301,2301,0,0,-250,6,759,-9,1,3,825,783,1892,7,-566,-368,3,3,533
2302,2302,0,1,-250,6,759,-9,0,3,953,1892,783,0,-300,-263,3,3,476
2303,2303,0,0,-1152,0,53,-11,0,3,953,1892,783,0,-300,-263,3,3,476
2304,2304,0,1,-1152,0,53,-11,0,4,1100,1892,783,0,207,-538,4,3,528
2305,2305,0,0,-1306,6,-157,3,0,4,1100,1892,783,0,207,-538,4,3,528
2306,2306,0,1,-1306,6,-157,3,1,4,1212,1892,783,0,338,-564,4,3,468
2307,2307,0,0,-826,6,-321,-1,1,4,1212,1892,783,0,338,-564,4,3,468
2308,2308,0,1,-826,6,-321,-1,0,4,1257,1892,783,1,324,-302,4,4,363
2309,2309,0,0,851,-13,-475,5,0,4,1257,1892,783,1,324,-302,4,4,363
2310,2310,0,1,851,-13,-475,5,0,6,1654,1892,783,1,37,484,6,4,373
2311,2311,0,0,1113,-7,-696,8,0,6,1654,1892,783,1,37,484,6,4,373
2312,2312,0,1,1113,-7,-696,8,1,6,1710,1892,783,1,70,651,6,4,327
2313,2313,0,0,543,-1,-305,15,1,6,1710,1892,783,1,70,651,6,4,327
2314,2314,0,1,543,-1,-305,15,0,7,1804,783,1892,2,24,309,7,6,443
2315,2315,0,0,-795,5,598,-10,0,7,1804,783,1892,2,24,309,7,6,443
2316,2316,0,1,-795,5,598,-10,0,1,488,783,1892,2,-126,-481,1,6,339
2317,2317,0,0,-1207,9,802,2,0,1,488,783,1892,2,-126,-481,1,6,339
2318,2318,0,1,-1207,9,802,2,1,1,478,783,1892,2,-138,-711,1,6,245
2319,2319,0,0,-383,1,474,-6,1,1,478,783,1892,2,-138,-711,1,6,245
2320,2320,0,1,-383,1,474,-6,0,1,487,-1892,783,3,-150,-265,1,1,142
2321,2321,0,0,1017,-7,-22,10,0,1,487,-1892,783,3,-150,-265,1,1,142
2322,2322,0,1,1017,-7,-22,10,0,5,1453,-1892,783,3,-200,466,5,1,97
2323,2323,0,0,1460,-12,-3,-3,0,5,1453,-1892,783,3,-200,466,5,1,97
2324,2324,0,1,1460,-12,-3,-3,1,5,1474,-1892,783,3,-276,674,5,1,31
2325,2325,0,0,952,-8,-288,0,1,5,1474,-1892,783,3,-276,674,5,1,31
2326,2326,0,1,952,-8,-288,0,0,5,1368,783,-1892,4,-30,496,5,5,71
2327,2327,0,0,-21,11,-905,-9,0,5,1368,783,-1892,4,-30,496,5,5,71
2328,2328,0,1,-21,11,-905,-9,0,2,644,783,-1892,4,433,127,2,5,67
2329,2329,0,0,-13,-13,-1313,-1,0,2,644,783,-1892,4,433,127,2,5,67
2330,2330,0,1,-13,-13,-1313,-1,1,2,639,783,-1892,4,628,182,2,5,68
2331,2331,0,0,-195,-3,-1023,1,1,2,639,783,-1892,4,628,182,2,5,68
2332,2332,0,1,-195,-3,-1023,1,0,2,532,-783,1892,5,518,40,2,2,176
2333,2333,0,0,-676,-4,-855,9,0,2,532,-783,1892,5,518,40,2,2,176
2334,2334,0,1,-676,-4,-855,9,0,0,92,-783,1892,5,504,-204,0,2,212
2335,2335,0,0,-1073,15,-739,-3,0,0,92,-783,1892,5,504,-204,0,2,212
2336,2336,0,1,-1073,15,-739,-3,1,0,91,-783,1892,5,502,-413,0,2,249
2337,2337,0,0,-835,-3,-952,8,1,0,91,-783,1892,5,502,-413,0,2,249
2338,2338,0,1,-835,-3,-952,8,0,0,25,1892,-783,6,571,-270,0,0,352
2339,2339,0,0,-726,10,-828,4,0,0,25,1892,-783,6,571,-270,0,0,352
2340,2340,0,1,-726,10,-828,4,0,7,1923,1892,-783,6,507,-213,7,0,349
2341,2341,0,0,-1033,-9,-841,-9,0,7,1923,1892,-783,6,507,-213,7,0,349
2342,2342,0,1,-1033,-9,-841,-9,1,7,1825,1892,-783,6,566,-350,7,0,444
2343,2343,0,0,-493,-13,-941,-13,1,7,1825,1892,-783,6,566,-350,7,0,444
2344,2344,0,1,-493,-13,-941,-13,0,7,1905,-783,-1892,7,526,-69,7,7,459
2345,2345,0,0,-185,7,-1028,-4,0,7,1905,-783,-1892,7,526,-69,7,7,459
2346,2346,0,1,-185,7,-1028,-4,0,7,1919,-783,-1892,7,509,109,7,7,460
2347,2347,0,0,326,6,-1247,1,0,7,1919,-783,-1892,7,509,109,7,7,460
2348,2348,0,1,326,6,-1247,1,1,7,1869,-783,-1892,7,514,386,7,7,511
2349,2349,0,0,243,-13,-773,-5,1,7,1869,-783,-1892,7,514,386,7,7,511
2350,2350,0,1,243,-13,-773,-5,0,7,2006,-1892,-783,0,300,269,7,7,425
2351,2351,0,0,1138,-14,-117,11,0,7,2006,-1892,-783,0,300,269,7,7,425
2352,2352,0,1,1138,-14,-117,11,0,0,68,-1892,-783,0,-185,540,0,7,485
2353,2353,0,0,1295,15,148,-12,0,0,68,-1892,-783,0,-185,540,0,7,485
2354,2354,0,1,1295,15,148,-12,1,0,209,-1892,-783,0,-338,555,0,7,404
2355,2355,0,0,806,6,303,15,1,0,209,-1892,-783,0,-338,555,0,7,404
2356,2356,0,1,806,6,303,15,0,0,237,-1892,-783,1,-312,296,0,0,295
2357,2357,0,0,-872,-8,463,15,0,0,237,-1892,-783,1,-312,296,0,0,295
2358,2358,0,1,-872,-8,463,15,0,2,619,-1892,-783,1,-34,-493,2,0,316
2359,2359,0,0,-1068,-12,848,-16,0,2,619,-1892,-783,1,-34,-493,2,0,316
2360,2360,0,1,-1068,-12,848,-16,1,2,690,-1892,-783,1,-153,-663,2,0,266
2361,2361,0,0,-662,10,234,10,1,2,690,-1892,-783,1,-153,-663,2,0,266
2362,2362,0,1,-662,10,234,10,0,3,778,-783,-1892,2,26,-350,3,2,384
2363,2363,0,0,944,-16,-478,2,0,3,778,-783,-1892,2,26,-350,3,2,384
2364,2364,0,1,944,-16,-478,2,0,5,1514,-783,-1892,2,51,525,5,2,278
2365,2365,0,0,1053,-3,-817,15,0,5,1514,-783,-1892,2,51,525,5,2,278
2366,2366,0,1,1053,-3,-817,15,1,5,1463,-783,-1892,2,181,639,5,2,223
2367,2367,0,0,462,14,-404,12,1,5,1463,-783,-1892,2,181,639,5,2,223
2368,2368,0,1,462,14,-404,12,0,6,1560,1892,-783,3,106,287,6,5,327
2369,2369,0,0,-1023,1,-33,-1,0,6,1560,1892,-783,3,106,287,6,5,327
2370,2370,0,1,-1023,1,-33,-1,0,1,482,1892,-783,3,217,-462,1,5,229
2371,2371,0,0,-1582,-14,-43,-11,0,1,482,1892,-783,3,217,-462,1,5,229
2372,2372,0,1,-1582,-14,-43,-11,1,1,422,1892,-783,3,305,-728,1,5,191
2373,2373,0,0,-816,-16,284,-4,1,1,422,1892,-783,3,305,-728,1,5,191
2374,2374,0,1,-816,-16,284,-4,0,1,397,-783,1892,4,7,-432,1,1,178
2375,2375,0,0,-118,10,872,8,0,1,397,-783,1892,4,7,-432,1,1,178
2376,2376,0,1,-118,10,872,8,0,6,1678,-783,1892,4,-381,-220,6,1,164
2377,2377,0,0,172,12,1389,13,0,6,1678,-783,1892,4,-381,-220,6,1,164
2378,2378,0,1,172,12,1389,13,1,6,1664,-783,1892,4,-681,-160,6,1,164
2379,2379,0,0,36,4,1023,-1,1,6,1664,-783,1892,4,-681,-160,6,1,164
2380,2380,0,1,36,4,1023,-1,0,6,1541,783,-1892,5,-488,-154,6,6,287
2381,2381,0,0,843,11,800,0,0,6,1541,783,-1892,5,-488,-154,6,6,287
2382,2382,0,1,843,11,800,0,0,4,1194,783,-1892,5,-516,266,4,6,245
2383,2383,0,0,952,-8,737,1,0,4,1194,783,-1892,5,-516,266,4,6,245
2384,2384,0,1,952,-8,737,1,1,4,1099,783,-1892,5,-502,331,4,6,298
2385,2385,0,0,938,10,893,-3,1,4,1099,783,-1892,5,-502,331,4,6,298
2386,2386,0,1,938,10,893,-3,0,4,1123,-1892,783,6,-574,299,4,4,327
2387,2387,0,0,753,-15,827,-5,0,4,1123,-1892,783,6,-574,299,4,4,327
2388,2388,0,1,753,-15,827,-5,0,3,870,-1892,783,6,-521,200,3,4,353
2389,2389,0,0,952,-8,840,8,0,3,870,-1892,783,6,-521,200,3,4,353
2390,2390,0,1,952,-8,840,8,1,3,835,-1892,783,6,-560,296,3,4,414
2391,2391,0,0,628,-12,857,-7,1,3,835,-1892,783,6,-560,296,3,4,414
2392,2392,0,1,628,-12,857,-7,0,3,869,783,1892,7,-513,133,3,3,441
2393,2393,0,0,85,-11,1142,-10,0,3,869,783,1892,7,-513,133,3,3,441
2394,2394,0,1,85,-11,1142,-10,0,3,905,783,1892,7,-544,-178,3,3,432
2395,2395,0,0,-229,-5,1210,-6,0,3,905,783,1892,7,-544,-178,3,3,432
2396,2396,0,1,-229,-5,1210,-6,1,3,866,783,1892,7,-511,-342,3,3,462
2397,2397,0,0,-322,-2,796,-4,1,3,866,783,1892,7,-511,-342,3,3,462
2398,2398,0,1,-322,-2,796,-4,0,3,942,1892,783,0,-296,-311,3,3,416
2399,2399,0,0,-1074,14,98,2,0,3,942,1892,783,0,-296,-311,3,3,416
2400,2400,0,1,-1074,14,98,2,0,4,1126,1892,783,0,180,-508,4,3,442
2401,2401,0,0,-1390,-14,-248,8,0,4,1126,1892,783,0,180,-508,4,3,442
2402,2402,0,1,-1390,-14,-248,8,1,4,1216,1892,783,0,402,-579,4,3,378
2403,2403,0,0,-729,7,-222,2,1,4,1216,1892,783,0,402,-579,4,3,378
2404,2404,0,1,-729,7,-222,2,0,5,1288,1892,783,1,256,-281,5,4,498
2405,2405,0,0,772,4,-548,-4,0,5,1288,1892,783,1,256,-281,5,4,498
2406,2406,0,1,772,4,-548,-4,0,6,1647,1892,783,1,89,463,6,4,515
2407,2407,0,0,1182,-2,-647,-7,0,6,1647,1892,783,1,89,463,6,4,515
2408,2408,0,1,1182,-2,-647,-7,1,6,1733,1892,783,1,42,671,6,4,446
2409,2409,0,0,531,-13,-376,8,1,6,1733,1892,783,1,42,671,6,4,446
2410,2410,0,1,531,-13,-376,8,0,6,1776,783,1892,2,65,318,6,6,334
2411,2411,0,0,-859,5,694,-10,0,6,1776,783,1892,2,65,318,6,6,334
